Time,Player,Team,Ball_Y,Nearest_Teammate,Nearest_Opponent,Is_Last_Man,Possession_Kept
84.44,Kripper,Blue,0.0,974.73,547.33,0,0
84.48,Taha (RLCS PRO BLUE TAG),Orange,27.21,816.73,300.79,0,0
88.74,Kripper,Blue,4910.67,4387.94,1412.19,0,1
90.67,rush,Blue,3165.86,902.29,581.2,0,0
90.74,Taha (RLCS PRO BLUE TAG),Orange,3171.45,2240.43,422.05,0,0
93.57,Kripper,Blue,2549.92,3144.97,1509.64,0,1
94.87,Kripper,Blue,3957.63,2479.87,2433.16,0,0
95.51,den,Orange,5018.92,2779.1,592.15,1,1
96.94,Taha (RLCS PRO BLUE TAG),Orange,4919.7,1866.03,888.89,1,1
98.67,den,Orange,4031.47,2840.26,3949.27,0,1
100.74,den,Orange,2216.11,1262.23,3294.08,0,1
102.64,den,Orange,-396.2,1290.54,92.26,0,0
104.67,Kripper,Blue,-2285.24,667.32,213.37,1,0
104.67,den,Orange,-2285.24,898.28,213.37,0,1
106.87,Taha (RLCS PRO BLUE TAG),Orange,2292.29,2256.61,2026.9,1,1
109.54,Taha (RLCS PRO BLUE TAG),Orange,4515.24,39.44,1562.41,0,1
110.94,Taha (RLCS PRO BLUE TAG),Orange,2819.07,1322.62,1783.02,0,0
114.13,rush,Blue,-3371.19,1626.32,402.24,0,0
126.48,den,Orange,0.0,983.42,506.41,0,0
126.55,rush,Blue,-34.89,956.33,284.46,0,1
130.31,Kripper,Blue,-3723.96,2391.69,2004.68,0,0
133.75,Taha (RLCS PRO BLUE TAG),Orange,3865.85,2131.03,1806.56,1,0
134.95,Kripper,Blue,4480.35,2896.37,377.08,0,0
134.98,den,Orange,4471.96,1575.79,239.27,0,0
138.08,rush,Blue,1402.19,638.14,2061.42,0,0
139.58,den,Orange,4910.59,1899.58,1765.81,1,0
141.18,rush,Blue,2580.88,1075.56,744.42,0,1
142.68,rush,Blue,1927.04,926.21,1225.84,0,0
143.71,Taha (RLCS PRO BLUE TAG),Orange,2707.75,1627.83,443.47,1,0
146.71,Kripper,Blue,3630.51,1796.85,1390.39,0,0
148.34,Taha (RLCS PRO BLUE TAG),Orange,4364.52,739.44,557.17,0,0
150.34,rush,Blue,2874.84,1750.67,546.64,0,0
150.44,den,Orange,3030.07,1659.68,377.84,0,1
151.48,Taha (RLCS PRO BLUE TAG),Orange,4643.03,2860.22,2314.64,1,0
153.11,Kripper,Blue,4864.53,1306.76,1273.04,0,1
154.64,rush,Blue,3752.0,1406.31,1503.04,0,1
155.87,Kripper,Blue,4089.39,696.13,411.17,0,0
156.07,Taha (RLCS PRO BLUE TAG),Orange,4153.62,2827.41,252.87,1,0
157.14,rush,Blue,3488.51,94.85,297.94,0,1
158.71,Kripper,Blue,2654.71,479.71,729.95,0,1
160.01,Kripper,Blue,4043.38,1585.95,1016.02,0,0
160.54,den,Orange,5026.61,1702.28,454.89,1,1
173.13,Taha (RLCS PRO BLUE TAG),Orange,0.0,1004.8,569.23,0,0
173.17,Kripper,Blue,0.0,1050.85,448.65,0,1
173.87,rush,Blue,-66.79,187.87,560.82,0,0
173.9,den,Orange,-28.32,772.61,360.72,0,1
180.9,Taha (RLCS PRO BLUE TAG),Orange,426.38,244.24,1822.1,0,1
181.03,den,Orange,402.61,267.41,1589.4,0,1
182.96,den,Orange,-677.47,478.97,315.67,0,0
184.13,rush,Blue,-3733.72,1419.33,1365.53,0,0
186.66,Taha (RLCS PRO BLUE TAG),Orange,-2583.28,1081.14,1479.62,0,1
189.1,Taha (RLCS PRO BLUE TAG),Orange,-4239.31,1254.16,427.08,0,1
189.7,den,Orange,-3964.56,818.45,608.08,0,1
199.45,den,Orange,0.0,848.45,514.85,0,0
199.49,rush,Blue,-47.56,695.37,336.23,0,1
200.15,Kripper,Blue,-1958.61,2496.55,948.1,0,0
201.95,Taha (RLCS PRO BLUE TAG),Orange,1818.08,258.86,1412.07,0,1
205.05,den,Orange,-209.88,1319.06,187.3,0,0
205.12,Kripper,Blue,-262.93,1245.78,173.48,0,1
208.22,rush,Blue,-4365.06,1536.86,1128.85,0,0
209.52,den,Orange,-2953.35,374.54,2108.73,0,0
210.98,rush,Blue,-1519.43,533.1,240.06,0,1
212.38,rush,Blue,-994.07,1753.23,384.03,0,0
214.05,den,Orange,833.61,975.67,353.51,0,1
214.95,Taha (RLCS PRO BLUE TAG),Orange,1634.69,1283.69,253.51,0,0
217.35,Kripper,Blue,35.81,1421.85,1216.3,0,1
219.35,Kripper,Blue,-903.37,869.54,1284.15,0,1
221.78,Kripper,Blue,-1204.32,961.2,1349.35,0,0
223.85,den,Orange,1940.38,1439.13,491.03,0,1
226.41,den,Orange,4285.74,2818.06,1884.29,1,1
227.48,den,Orange,4748.96,1813.98,455.82,1,0
227.58,rush,Blue,4712.27,3465.63,335.63,0,0
229.34,Taha (RLCS PRO BLUE TAG),Orange,4740.11,969.09,539.56,1,0
229.51,rush,Blue,4616.66,3461.32,244.09,0,0
231.58,Taha (RLCS PRO BLUE TAG),Orange,2011.74,2095.75,1078.16,0,0
232.98,rush,Blue,511.67,1271.17,2219.59,0,1
234.14,rush,Blue,1603.34,857.92,670.99,0,1
240.51,Kripper,Blue,3201.12,2004.86,1972.95,0,0
241.81,den,Orange,5011.92,1469.91,1793.3,0,1
244.41,den,Orange,4080.07,2036.12,1438.91,0,0
244.97,Kripper,Blue,3869.51,2173.04,162.47,0,1
248.01,rush,Blue,379.73,539.63,1027.38,0,1
249.47,rush,Blue,2492.53,1807.35,1151.28,0,0
249.81,Taha (RLCS PRO BLUE TAG),Orange,3096.14,2632.07,422.07,0,0
252.54,rush,Blue,4081.41,3013.79,1178.96,0,1
254.17,Kripper,Blue,3036.67,999.01,853.23,0,0
254.31,den,Orange,3179.6,1731.25,404.47,0,0
254.81,rush,Blue,2088.15,1514.71,486.6,0,0
255.11,den,Orange,1999.31,1007.04,298.4,0,0
256.47,rush,Blue,1716.37,965.22,573.42,0,0
258.97,den,Orange,3800.2,1768.51,1563.21,0,1
259.9,den,Orange,3690.86,1738.15,1423.11,0,1
263.7,Taha (RLCS PRO BLUE TAG),Orange,-447.79,324.61,477.82,0,0
263.74,Kripper,Blue,-466.07,1709.89,494.06,0,0
263.9,den,Orange,-476.23,67.2,339.14,0,0
266.87,Kripper,Blue,118.86,1046.66,150.44,0,1
268.94,Kripper,Blue,3586.86,2826.26,1725.13,0,0
269.64,Taha (RLCS PRO BLUE TAG),Orange,4769.39,2413.68,410.52,1,0
272.5,rush,Blue,4637.9,3342.54,1364.62,0,0
275.17,Taha (RLCS PRO BLUE TAG),Orange,4745.17,1539.19,95.8,1,1
275.93,den,Orange,3889.16,651.6,90.79,0,0
276.07,Kripper,Blue,3609.16,521.3,430.16,0,0
278.8,den,Orange,4822.22,2111.39,535.75,1,1
281.23,den,Orange,3713.63,2059.29,52.71,0,0
281.3,Kripper,Blue,3661.46,2790.49,102.08,0,1
282.3,Kripper,Blue,1231.54,992.07,578.4,0,1
282.9,rush,Blue,-3.99,959.97,416.74,0,1
284.6,Kripper,Blue,-2943.02,1571.36,1063.98,0,1
285.93,Kripper,Blue,-4605.05,2885.81,2054.06,0,1
287.13,Kripper,Blue,-4988.32,1747.84,2462.38,1,1
290.56,Kripper,Blue,-2529.97,1578.25,723.94,0,0
294.43,den,Orange,4394.96,2406.43,1085.64,1,1
295.8,den,Orange,4893.17,3539.95,1236.5,1,0
298.76,rush,Blue,391.37,1201.54,360.08,0,1
300.4,rush,Blue,2227.76,917.16,879.41,0,0
301.0,Taha (RLCS PRO BLUE TAG),Orange,3091.9,1968.54,310.68,1,0
304.66,Kripper,Blue,-4077.65,3807.27,3492.08,0,0
307.79,Taha (RLCS PRO BLUE TAG),Orange,5001.76,3050.58,3315.41,1,0
309.63,rush,Blue,-57.52,993.06,654.2,0,0
312.33,den,Orange,-2444.97,940.26,905.55,0,0
315.69,rush,Blue,-3981.1,2370.24,807.42,0,0
317.66,den,Orange,-2860.78,3255.08,193.67,0,0
317.79,rush,Blue,-2819.68,2518.4,133.55,0,0
320.36,den,Orange,-2769.42,1883.83,652.88,0,1
321.26,den,Orange,-3583.26,2051.55,950.37,0,0
321.59,Kripper,Blue,-4010.18,1718.33,276.33,0,0
325.22,Taha (RLCS PRO BLUE TAG),Orange,-3726.31,811.25,461.7,0,0
325.29,rush,Blue,-3856.62,2987.59,361.41,0,0
327.12,Taha (RLCS PRO BLUE TAG),Orange,-4731.92,2563.31,350.59,0,0
327.39,rush,Blue,-4807.41,1168.47,30.0,0,1
328.46,Kripper,Blue,-5142.52,769.23,428.31,1,0
329.99,den,Orange,-4002.88,2315.63,1361.63,0,0
330.32,rush,Blue,-4983.18,952.98,636.52,0,1
339.71,Kripper,Blue,-25.36,1017.1,389.58,0,0
339.71,Taha (RLCS PRO BLUE TAG),Orange,-25.36,849.91,389.58,0,0
342.11,Kripper,Blue,-350.93,377.46,508.85,0,0
342.21,den,Orange,-364.68,2209.2,350.44,0,0
344.84,rush,Blue,-1668.32,1015.45,1213.86,0,1
346.37,rush,Blue,-1384.25,1428.26,376.64,0,0
348.51,Taha (RLCS PRO BLUE TAG),Orange,822.17,251.22,525.82,0,1
349.64,Taha (RLCS PRO BLUE TAG),Orange,479.01,772.17,44.49,0,0
350.21,rush,Blue,-419.24,547.75,416.04,0,0
350.24,Taha (RLCS PRO BLUE TAG),Orange,-471.59,530.42,280.49,0,0
350.74,Kripper,Blue,-1581.57,382.72,414.42,0,1
352.11,rush,Blue,-4880.85,3478.23,636.52,1,0
10.62,Taha (RLCS PRO BLUE TAG),Orange,8.64,1642.48,439.88,0,0
10.65,Antix,Blue,13.29,1392.66,317.14,0,0
12.92,kiwi,Orange,2007.03,1440.37,2153.51,1,1
14.75,kiwi,Orange,4885.05,2166.84,1996.05,1,1
15.56,kiwi,Orange,4692.22,1381.69,620.05,1,0
15.69,Mylk,Blue,4645.09,6752.14,316.99,0,1
18.32,Antix,Blue,3409.9,1355.97,1129.6,1,0
20.49,kiwi,Orange,4390.6,1322.43,1012.57,0,1
23.02,kiwi,Orange,-162.21,1130.93,3002.34,0,1
24.95,kiwi,Orange,-3326.4,3064.34,259.36,0,0
25.05,Mylk,Blue,-3466.36,2896.71,185.08,0,0
26.65,Taha (RLCS PRO BLUE TAG),Orange,-2999.66,3127.9,995.4,1,0
26.89,Mylk,Blue,-3693.29,1138.16,713.69,0,0
27.75,kiwi,Orange,-4875.35,613.56,155.79,1,0
29.35,Antix,Blue,-4358.94,2691.19,2125.56,1,1
32.95,Antix,Blue,1131.76,9999.0,1383.26,0,1
34.85,Antix,Blue,4372.3,8599.81,1583.28,0,1
36.52,Antix,Blue,4785.66,5488.03,837.79,0,0
38.15,kiwi,Orange,4754.92,1833.45,1059.33,1,0
40.22,Antix,Blue,2031.5,3551.26,82.57,0,1
42.58,Mylk,Blue,-2484.77,1058.4,1577.19,0,1
44.58,Mylk,Blue,-4355.26,3728.2,2558.24,0,1
45.98,Mylk,Blue,-3797.05,2951.35,3564.51,1,1
47.88,Antix,Blue,-1010.44,414.88,1582.07,0,0
51.08,kiwi,Orange,5016.4,983.0,1731.62,0,1
51.85,kiwi,Orange,5020.87,288.09,2219.57,0,1
52.78,kiwi,Orange,4621.0,804.55,977.21,0,0
53.12,Antix,Blue,4408.78,3057.08,279.36,0,0
55.41,Taha (RLCS PRO BLUE TAG),Orange,3592.57,2003.61,1974.05,1,1
57.61,Taha (RLCS PRO BLUE TAG),Orange,-1000.74,1545.69,1217.34,0,0
58.31,Mylk,Blue,-2234.18,3990.53,328.61,1,1
59.55,Mylk,Blue,-2133.43,4838.3,1299.97,0,1
61.08,Mylk,Blue,-831.91,3252.13,893.15,0,0
62.28,Taha (RLCS PRO BLUE TAG),Orange,644.39,2286.22,26.78,0,1
63.48,kiwi,Orange,2518.23,955.89,995.54,1,1
66.11,kiwi,Orange,1187.31,2287.91,759.41,0,1
67.41,kiwi,Orange,168.56,1227.17,643.57,0,1
68.74,kiwi,Orange,-1205.16,1227.62,2132.14,0,1
70.84,kiwi,Orange,-4201.82,2897.9,767.54,0,0
71.01,Mylk,Blue,-4530.22,2667.62,405.4,1,0
73.44,Taha (RLCS PRO BLUE TAG),Orange,-3911.77,2419.62,1242.79,1,0
74.31,Mylk,Blue,-4476.35,892.38,895.72,1,1
76.18,Mylk,Blue,-3085.36,1415.8,1185.05,1,1
77.48,Mylk,Blue,-410.54,846.51,1739.4,1,1
78.78,Mylk,Blue,1869.68,1917.78,469.44,1,0
79.98,Taha (RLCS PRO BLUE TAG),Orange,4237.51,2083.6,600.92,1,1
83.51,Taha (RLCS PRO BLUE TAG),Orange,3730.83,653.17,1754.43,0,1
85.24,Taha (RLCS PRO BLUE TAG),Orange,2312.96,1531.65,352.2,0,1
87.47,Taha (RLCS PRO BLUE TAG),Orange,502.26,1727.18,535.64,0,0
87.51,Antix,Blue,476.1,5147.43,371.34,0,1
88.61,Antix,Blue,1132.26,3759.45,545.31,0,0
90.51,kiwi,Orange,3561.45,2183.16,251.03,1,0
91.84,Mylk,Blue,3391.81,1992.57,748.77,1,1
93.31,Mylk,Blue,4185.61,2960.97,185.58,1,0
104.2,kiwi,Orange,0.0,1608.29,577.67,0,0
104.23,Mylk,Blue,-13.19,1271.47,336.69,0,0
106.0,Taha (RLCS PRO BLUE TAG),Orange,-35.27,3613.93,127.23,0,0
106.33,Mylk,Blue,-270.71,945.27,483.92,0,0
110.09,Taha (RLCS PRO BLUE TAG),Orange,1717.57,3387.83,1578.31,1,1
111.33,Taha (RLCS PRO BLUE TAG),Orange,-62.43,1748.38,1691.55,0,1
113.16,Taha (RLCS PRO BLUE TAG),Orange,-3910.45,2426.83,1356.36,0,0
113.66,Antix,Blue,-4960.2,4826.15,340.66,1,0
115.63,Taha (RLCS PRO BLUE TAG),Orange,-4131.09,2827.17,326.81,0,0
115.89,Mylk,Blue,-4065.64,610.26,167.31,1,1
118.09,Antix,Blue,-4810.08,2372.95,692.05,1,1
121.99,Mylk,Blue,3728.12,6462.97,343.31,0,1
136.89,Antix,Blue,0.0,1358.86,364.42,0,0
136.89,Taha (RLCS PRO BLUE TAG),Orange,0.0,1930.28,364.42,0,0
139.69,Mylk,Blue,-27.91,2943.18,405.73,0,1
142.09,Mylk,Blue,2342.5,3161.68,1130.68,0,0
143.66,Taha (RLCS PRO BLUE TAG),Orange,5023.63,1672.44,262.18,1,0
143.83,Mylk,Blue,4880.13,1585.49,44.13,0,1
146.29,Antix,Blue,2279.51,1672.91,115.74,0,1
148.12,Mylk,Blue,2035.58,116.5,895.01,0,1
149.62,Antix,Blue,3605.22,693.33,279.32,0,0
149.66,Taha (RLCS PRO BLUE TAG),Orange,3656.59,1803.19,279.32,0,0
151.22,Antix,Blue,2743.48,987.7,823.74,0,0
152.59,kiwi,Orange,4647.65,1906.85,1279.02,1,1
154.79,kiwi,Orange,3289.11,1156.41,1025.8,0,1
156.89,kiwi,Orange,-721.51,1338.54,2322.68,0,1
161.99,kiwi,Orange,-4287.94,4202.36,2290.42,0,1
164.02,Taha (RLCS PRO BLUE TAG),Orange,-2065.31,2183.66,731.04,0,0
164.12,Antix,Blue,-2297.67,1760.95,541.86,0,1
166.09,Mylk,Blue,-4970.65,4500.37,2267.13,1,1
167.42,Mylk,Blue,-2967.23,1730.17,789.81,1,0
170.49,kiwi,Orange,4228.02,745.28,603.63,1,0
170.65,Mylk,Blue,4324.5,3832.08,233.39,0,0
175.15,Taha (RLCS PRO BLUE TAG),Orange,2660.57,1435.87,716.97,0,0
179.58,Antix,Blue,-1926.89,1414.52,722.75,0,0
180.58,kiwi,Orange,-2477.39,2402.64,580.26,0,0
182.02,Mylk,Blue,-4063.02,982.52,1492.74,0,0
182.75,kiwi,Orange,-2994.64,2713.84,847.2,0,0
185.85,Antix,Blue,-4950.43,1593.28,1218.18,1,0
188.92,Taha (RLCS PRO BLUE TAG),Orange,-3269.88,1121.65,497.41,0,1
191.05,Taha (RLCS PRO BLUE TAG),Orange,-4405.08,3451.26,786.27,0,0
191.51,Mylk,Blue,-4520.38,1503.63,487.38,0,0
193.08,kiwi,Orange,-750.8,3039.01,603.39,0,1
195.18,kiwi,Orange,2562.07,3736.79,795.51,0,1
196.08,kiwi,Orange,2637.06,2544.09,718.93,0,0
196.18,Mylk,Blue,2559.71,1632.33,440.84,0,0
198.81,kiwi,Orange,3132.66,1198.08,1100.04,0,1
200.88,Taha (RLCS PRO BLUE TAG),Orange,-710.89,1766.6,716.68,0,1
202.71,Taha (RLCS PRO BLUE TAG),Orange,-4855.38,5539.99,809.14,0,0
203.18,Mylk,Blue,-4939.78,1801.05,404.61,1,1
204.74,Antix,Blue,-4142.19,732.83,817.24,0,1
206.14,Antix,Blue,-3028.51,2077.57,1435.71,0,1
207.98,Antix,Blue,-1647.57,2091.08,1099.04,0,0
209.38,kiwi,Orange,-557.46,2620.3,926.92,0,0
210.88,Mylk,Blue,-3950.38,3507.8,924.77,1,0
213.81,Taha (RLCS PRO BLUE TAG),Orange,-3767.44,1345.04,1599.3,0,0
215.48,Mylk,Blue,-4290.05,1953.56,292.89,0,0
217.48,kiwi,Orange,-484.11,1740.68,767.97,0,0
219.81,Antix,Blue,-369.81,1828.2,835.41,0,1
222.71,Antix,Blue,4239.94,1819.66,814.61,0,0
9.86,Taha (RLCS PRO BLUE TAG),Blue,-14.09,1777.61,300.83,0,0
9.86,jeridinho.,Orange,-14.09,1619.79,300.83,0,0
12.02,ceeebzz,Blue,1071.42,864.44,461.8,0,0
15.36,ZAŦH,Orange,4621.06,4129.95,2045.31,0,1
17.19,ZAŦH,Orange,1940.66,2403.41,2773.32,0,1
18.46,ZAŦH,Orange,-620.46,2189.88,1192.78,0,0
19.02,Taha (RLCS PRO BLUE TAG),Blue,-1854.49,2199.05,273.03,0,0
21.49,jeridinho.,Orange,-709.12,5379.83,405.62,1,0
21.59,ceeebzz,Blue,-767.66,2599.46,194.46,0,1
23.06,Taha (RLCS PRO BLUE TAG),Blue,-2136.06,4160.93,1028.15,1,1
25.66,ceeebzz,Blue,2066.75,2019.17,294.34,0,0
25.72,jeridinho.,Orange,2122.45,2766.96,148.34,1,1
28.82,ZAŦH,Orange,-1353.59,2342.32,1852.08,1,1
30.32,ZAŦH,Orange,-2144.12,2988.59,3071.18,0,0
36.52,Taha (RLCS PRO BLUE TAG),Blue,-4538.46,1931.36,719.64,0,0
36.69,jeridinho.,Orange,-4393.24,3448.43,451.95,0,1
39.12,ZAŦH,Orange,-3354.46,1416.54,409.15,1,0
39.19,ceeebzz,Blue,-3402.6,2712.4,312.78,0,0
41.29,jeridinho.,Orange,-4092.86,266.25,1685.44,1,0
43.19,ceeebzz,Blue,-3448.25,1985.48,212.63,0,0
44.55,jeridinho.,Orange,-2383.32,9999.0,779.23,0,1
45.62,jeridinho.,Orange,-1694.03,9999.0,2290.82,0,1
48.39,jeridinho.,Orange,179.96,4707.63,4421.58,0,1
49.75,jeridinho.,Orange,-719.22,3532.65,3456.41,0,0
50.89,Taha (RLCS PRO BLUE TAG),Blue,-2396.22,1596.04,260.66,0,1
53.82,ceeebzz,Blue,-3310.82,2182.1,765.86,1,0
55.32,ZAŦH,Orange,368.16,2002.49,1783.23,1,1
58.12,ZAŦH,Orange,-230.99,1643.48,1385.1,0,0
61.45,Taha (RLCS PRO BLUE TAG),Blue,-3754.19,1502.99,736.12,0,0
62.68,ZAŦH,Orange,-4824.77,2379.02,361.92,0,0
62.75,ceeebzz,Blue,-4885.74,511.25,398.83,1,1
63.95,ceeebzz,Blue,-4663.26,1176.56,1237.76,1,0
64.45,jeridinho.,Orange,-4130.97,1943.58,318.21,1,0
67.08,ceeebzz,Blue,-4294.18,2379.43,495.08,0,0
68.21,jeridinho.,Orange,-3261.21,9967.64,1147.18,0,1
70.35,jeridinho.,Orange,525.87,3091.04,549.54,0,0
73.01,Taha (RLCS PRO BLUE TAG),Blue,3868.69,4292.02,349.7,0,0
73.08,ZAŦH,Orange,3946.15,9999.0,258.54,0,1
75.05,ZAŦH,Orange,2000.43,6227.3,477.51,0,0
75.11,ceeebzz,Blue,1922.27,1147.82,316.4,1,0
78.18,jeridinho.,Orange,1005.52,3402.89,47.01,1,0
82.31,Taha (RLCS PRO BLUE TAG),Blue,-5018.05,2889.54,442.24,1,0
82.41,ZAŦH,Orange,-4925.42,4876.85,226.75,0,0
84.24,Taha (RLCS PRO BLUE TAG),Blue,-2086.53,1781.66,2018.55,0,0
87.14,jeridinho.,Orange,4371.09,5669.4,1291.9,1,0
88.64,ceeebzz,Blue,3472.06,5236.5,546.29,1,0
88.84,ZAŦH,Orange,3716.82,533.72,301.83,1,1
90.98,ZAŦH,Orange,4975.52,1763.7,1748.68,1,1
91.88,ZAŦH,Orange,4484.39,2861.73,2753.65,1,1
93.68,ZAŦH,Orange,1657.52,966.03,931.09,0,0
95.98,Taha (RLCS PRO BLUE TAG),Blue,-2821.5,1975.27,99.61,0,0
97.41,jeridinho.,Orange,-2927.91,3857.73,724.54,1,0
99.37,ceeebzz,Blue,-4198.13,3253.78,1020.22,1,1
100.47,ceeebzz,Blue,-4027.06,4639.18,1383.23,1,1
101.91,ceeebzz,Blue,-3769.91,2473.25,803.18,1,0
102.14,jeridinho.,Orange,-3789.51,2818.84,191.63,0,1
103.71,jeridinho.,Orange,-5020.29,3073.38,677.23,0,1
104.87,ZAŦH,Orange,-4004.89,890.69,1006.76,1,1
105.04,jeridinho.,Orange,-4317.13,611.99,486.66,0,1
108.61,jeridinho.,Orange,-3107.23,815.91,779.12,1,0
109.57,Taha (RLCS PRO BLUE TAG),Blue,-4900.18,2232.27,1434.06,1,1
112.41,Taha (RLCS PRO BLUE TAG),Blue,-2030.87,3407.01,1116.47,0,1
113.8,Taha (RLCS PRO BLUE TAG),Blue,110.14,3569.22,1027.57,0,0
114.04,ZAŦH,Orange,431.7,1269.8,163.61,0,1
116.8,jeridinho.,Orange,433.44,5966.14,985.97,0,1
119.8,jeridinho.,Orange,-2146.07,4864.96,3100.71,0,0
121.24,ceeebzz,Blue,-3491.41,2014.62,440.59,0,0
121.27,jeridinho.,Orange,-3405.09,2896.34,440.59,0,1
125.3,ZAŦH,Orange,5009.92,7874.65,1408.08,1,1
127.6,ZAŦH,Orange,3581.56,3960.83,2288.23,1,1
134.33,ZAŦH,Orange,-4298.28,2380.17,427.5,0,0
135.27,Taha (RLCS PRO BLUE TAG),Blue,-5002.54,822.99,405.29,1,0
136.7,jeridinho.,Orange,-4114.76,1048.33,402.74,1,0
136.77,Taha (RLCS PRO BLUE TAG),Blue,-4167.26,422.7,257.47,0,1
139.1,ceeebzz,Blue,-4082.57,1792.17,394.47,1,1
142.47,Taha (RLCS PRO BLUE TAG),Blue,657.9,425.23,673.26,0,0
143.66,jeridinho.,Orange,2575.41,2060.41,108.46,0,0
145.33,Taha (RLCS PRO BLUE TAG),Blue,5023.67,2584.83,247.36,0,0
146.86,ZAŦH,Orange,4383.45,650.98,316.5,0,1
148.13,ZAŦH,Orange,2316.49,1773.33,1317.5,0,0
149.26,ceeebzz,Blue,11.91,420.32,313.15,1,1
149.36,Taha (RLCS PRO BLUE TAG),Blue,-141.95,337.54,266.66,0,0
149.36,ZAŦH,Orange,-141.95,2560.94,199.22,0,0
153.13,ceeebzz,Blue,-2991.24,9999.0,1160.79,0,0
154.86,jeridinho.,Orange,334.22,615.74,480.45,1,0
154.93,ceeebzz,Blue,297.76,8057.49,267.28,0,0
156.99,jeridinho.,Orange,-1938.54,3718.98,1780.96,0,1
158.53,jeridinho.,Orange,-4881.93,4188.74,1370.86,0,0
159.36,Taha (RLCS PRO BLUE TAG),Blue,-4827.32,1317.94,1447.77,1,0
161.19,ZAŦH,Orange,-3852.35,2153.15,350.94,0,0
161.19,Taha (RLCS PRO BLUE TAG),Blue,-3852.35,780.32,350.94,0,0
179.16,ZAŦH,Orange,0.0,1022.81,488.02,0,0
179.22,ceeebzz,Blue,6.17,1332.42,388.73,0,1
181.42,Taha (RLCS PRO BLUE TAG),Blue,-1295.03,2671.86,844.4,0,0
184.42,ZAŦH,Orange,4206.31,658.15,2866.12,0,1
185.89,ZAŦH,Orange,2702.46,2021.57,1166.41,0,1
187.05,jeridinho.,Orange,1788.73,2234.1,2395.71,1,1
188.05,jeridinho.,Orange,177.79,1317.57,1875.71,0,0
190.49,Taha (RLCS PRO BLUE TAG),Blue,-4577.78,1575.77,701.89,1,1
192.25,Taha (RLCS PRO BLUE TAG),Blue,-3037.47,1495.92,1435.04,0,1
193.65,Taha (RLCS PRO BLUE TAG),Blue,-500.46,1069.39,558.77,0,0
194.65,jeridinho.,Orange,909.97,1269.26,930.17,0,0
195.65,ceeebzz,Blue,1912.56,1415.78,635.74,0,0
197.22,jeridinho.,Orange,4858.82,394.98,274.86,0,0
197.22,ceeebzz,Blue,4858.82,2777.25,274.86,0,1
198.39,Taha (RLCS PRO BLUE TAG),Blue,3408.62,1776.69,1493.15,0,1
199.35,Taha (RLCS PRO BLUE TAG),Blue,4729.05,1826.35,391.76,0,1
200.19,ceeebzz,Blue,3768.5,2627.95,930.02,0,0
200.32,ZAŦH,Orange,3959.25,2611.11,479.62,1,1
205.88,jeridinho.,Orange,-4201.23,4584.01,233.4,0,0
207.65,ceeebzz,Blue,-4191.13,109.59,251.89,0,0
207.85,ZAŦH,Orange,-3947.38,787.63,452.5,0,0
210.68,ceeebzz,Blue,-4898.27,322.71,625.22,1,1
211.08,Taha (RLCS PRO BLUE TAG),Blue,-5211.62,325.85,342.12,0,1
220.6,ceeebzz,Blue,0.0,1601.96,745.65,0,0
220.67,ZAŦH,Orange,85.84,1113.25,477.0,0,0
224.97,Taha (RLCS PRO BLUE TAG),Blue,872.4,1167.84,2164.87,0,0
228.0,jeridinho.,Orange,4487.65,719.44,113.08,0,1
230.1,ZAŦH,Orange,3764.34,1601.08,1719.11,0,1
231.47,ZAŦH,Orange,2417.5,425.82,1355.6,0,0
232.37,Taha (RLCS PRO BLUE TAG),Blue,1223.22,1732.76,419.81,0,1
233.17,ceeebzz,Blue,438.87,1183.13,1320.81,0,1
236.37,ceeebzz,Blue,4206.07,4303.98,1206.58,0,1
238.43,ceeebzz,Blue,4439.83,4320.15,281.17,0,0
238.53,jeridinho.,Orange,4387.53,2697.33,299.65,0,1
240.57,ZAŦH,Orange,3231.41,1094.51,1100.82,1,0
240.77,Taha (RLCS PRO BLUE TAG),Blue,2904.04,1136.85,506.69,0,1
242.27,ceeebzz,Blue,465.23,1125.74,501.01,0,0
242.33,ZAŦH,Orange,430.17,2069.17,312.14,0,1
244.3,jeridinho.,Orange,-1187.32,1123.57,807.17,0,1
246.1,jeridinho.,Orange,-4052.41,2569.46,649.44,0,0
246.33,ceeebzz,Blue,-4041.65,1630.9,375.77,1,1
248.8,Taha (RLCS PRO BLUE TAG),Blue,-4112.54,1347.79,806.96,1,1
252.83,Taha (RLCS PRO BLUE TAG),Blue,-2275.06,2240.01,881.11,0,0
254.63,jeridinho.,Orange,729.04,1510.82,1263.07,0,1
256.73,jeridinho.,Orange,940.16,1490.71,1316.02,0,1
258.46,jeridinho.,Orange,-1764.46,1662.88,1178.03,0,0
259.53,Taha (RLCS PRO BLUE TAG),Blue,-4450.13,2867.02,971.96,1,0
262.26,ZAŦH,Orange,-3493.63,3573.53,206.85,0,0
263.26,Taha (RLCS PRO BLUE TAG),Blue,-4343.3,2187.36,1046.9,0,0
263.49,ZAŦH,Orange,-3718.72,4257.84,545.81,0,0
264.99,ceeebzz,Blue,-3380.31,2502.02,880.49,1,0
265.46,jeridinho.,Orange,-3183.91,3114.52,159.69,0,0
268.59,ceeebzz,Blue,-1711.49,827.0,958.05,0,1
